ticket_number,pos_number,ticket_datetime,ticket_amount,user_id,item_id,units_sold,item_price
155,1,2025-12-16 12:47:00,108.28,41859244564,7294560133,1,3.29
155,1,2025-12-16 12:47:00,108.28,41859244564,2840051779,1,7.29
155,1,2025-12-16 12:47:00,108.28,41859244564,1200000017,1,10.99
155,1,2025-12-16 12:47:00,108.28,41859244564,7206000111,3,2.39
155,1,2025-12-16 12:47:00,108.28,41859244564,7206000813,3,3.19
155,1,2025-12-16 12:47:00,108.28,41859244564,20000500000,1,5.49
155,1,2025-12-16 12:47:00,108.28,41859244564,20100100000,5,5.29
155,1,2025-12-16 12:47:00,108.28,41859244564,20103200000,2,40.0
155,1,2025-12-16 12:47:00,108.28,41859244564,7152416007,3,3.59
155,1,2025-12-16 12:47:00,108.28,41859244564,4065,8,0.69
155,1,2025-12-16 12:47:00,108.28,41859244564,OPEN DEPT 101,2,0.0
155,1,2025-12-16 12:47:00,108.28,41859244564,4690000110,1,2.68
155,1,2025-12-16 12:47:00,108.28,41859244564,20098100000,2,0.0
155,1,2025-12-16 12:47:00,108.28,41859244564,5100010546,4,2.0
155,1,2025-12-16 12:47:00,108.28,41859244564,200,3,0.0
166,1,2025-12-16 13:10:00,40.77,41158394412,20043400000,1,1.99
166,1,2025-12-16 13:10:00,40.77,41158394412,4070,1,1.79
166,1,2025-12-16 13:10:00,40.77,41158394412,7003867597,1,0.95
166,1,2025-12-16 13:10:00,40.77,41158394412,5300005236,1,2.5
166,1,2025-12-16 13:10:00,40.77,41158394412,1600010410,1,10.65
166,1,2025-12-16 13:10:00,40.77,41158394412,7125807375,1,9.89
166,1,2025-12-16 13:10:00,40.77,41158394412,7003861011,1,10.29
31,1,2025-12-16 10:29:00,180.28,41332048604,20069400000,1,3.99
31,1,2025-12-16 10:29:00,180.28,41332048604,73588288181,1,1.29
31,1,2025-12-16 10:29:00,180.28,41332048604,7003859696,1,3.15
31,1,2025-12-16 10:29:00,180.28,41332048604,4132222497,1,11.38
31,1,2025-12-16 10:29:00,180.28,41332048604,20030300000,1,3.49
31,1,2025-12-16 10:29:00,180.28,41332048604,20081100000,1,6.99
31,1,2025-12-16 10:29:00,180.28,41332048604,20010000000,1,8.29
31,1,2025-12-16 10:29:00,180.28,41332048604,20021200000,1,8.99
31,1,2025-12-16 10:29:00,180.28,41332048604,5100012114,1,3.08
31,1,2025-12-16 10:29:00,180.28,41332048604,2840058929,1,3.99
31,1,2025-12-16 10:29:00,180.28,41332048604,2781500231,1,4.99
31,1,2025-12-16 10:29:00,180.28,41332048604,3000001180,1,3.68
31,1,2025-12-16 10:29:00,180.28,41332048604,7003800005,1,3.99
31,1,2025-12-16 10:29:00,180.28,41332048604,7034600002,1,3.59
31,1,2025-12-16 10:29:00,180.28,41332048604,7239235227,1,1.25
31,1,2025-12-16 10:29:00,180.28,41332048604,1600030630,1,3.99
31,1,2025-12-16 10:29:00,180.28,41332048604,1270000006,1,1.0
31,1,2025-12-16 10:29:00,180.28,41332048604,7003831050,1,2.29
31,1,2025-12-16 10:29:00,180.28,41332048604,7555141130,1,3.99
31,1,2025-12-16 10:29:00,180.28,41332048604,7003834237,1,3.88
31,1,2025-12-16 10:29:00,180.28,41332048604,7003864474,1,3.89
31,1,2025-12-16 10:29:00,180.28,41332048604,4800000067,2,3.89
31,1,2025-12-16 10:29:00,180.28,41332048604,1154628799,1,4.99
31,1,2025-12-16 10:29:00,180.28,41332048604,7024712309,1,7.98
31,1,2025-12-16 10:29:00,180.28,41332048604,7962100530,1,19.99
31,1,2025-12-16 10:29:00,180.28,41332048604,7248600220,2,0.89
31,1,2025-12-16 10:29:00,180.28,41332048604,1530043053,1,2.69
31,1,2025-12-16 10:29:00,180.28,41332048604,2700041905,1,1.58
31,1,2025-12-16 10:29:00,180.28,41332048604,7892933587,1,6.58
31,1,2025-12-16 10:29:00,180.28,41332048604,4690000108,1,1.38
31,1,2025-12-16 10:29:00,180.28,41332048604,7530000100,2,1.98
31,1,2025-12-16 10:29:00,180.28,41332048604,5200001122,2,1.0
31,1,2025-12-16 10:29:00,180.28,41332048604,3710003318,1,0.99
31,1,2025-12-16 10:29:00,180.28,41332048604,4135,1,1.59
31,1,2025-12-16 10:29:00,180.28,41332048604,7003834974,4,0.67
31,1,2025-12-16 10:29:00,180.28,41332048604,3400000312,1,4.69
31,1,2025-12-16 10:29:00,180.28,41332048604,2100002649,1,5.98
31,1,2025-12-16 10:29:00,180.28,41332048604,7206000256,1,3.0
31,1,2025-12-16 10:29:00,180.28,41332048604,200,1,0.0
112,1,2025-12-16 12:52:00,57.0,41157419568,20098100000,1,0.0
112,1,2025-12-16 12:52:00,57.0,41157419568,7003831400,1,2.98
112,1,2025-12-16 12:52:00,57.0,41157419568,20098300000,3,0.0
112,1,2025-12-16 12:52:00,57.0,41157419568,7003832113,1,2.89
112,1,2025-12-16 12:52:00,57.0,41157419568,7003859661,1,3.89
112,1,2025-12-16 12:52:00,57.0,41157419568,7003830256,2,3.78
112,1,2025-12-16 12:52:00,57.0,41157419568,60448590101,1,4.99
112,1,2025-12-16 12:52:00,57.0,41157419568,7003832278,2,3.88
112,1,2025-12-16 12:52:00,57.0,41157419568,4000057979,1,6.75
112,1,2025-12-16 12:52:00,57.0,41157419568,303,1,0.05
112,1,2025-12-16 12:52:00,57.0,41157419568,7003834440,1,3.79
112,1,2025-12-16 12:52:00,57.0,41157419568,20098800000,3,0.0
112,1,2025-12-16 12:52:00,57.0,41157419568,7003864375,1,2.59
112,1,2025-12-16 12:52:00,57.0,41157419568,7003864374,1,2.25
112,1,2025-12-16 12:52:00,57.0,41157419568,200,5,0.0
112,1,2025-12-16 12:52:00,57.0,41157419568,OPEN DEPT 135,1,0.0
130,1,2025-12-16 13:23:00,38.09,41820704793,20057300000,1,6.99
130,1,2025-12-16 13:23:00,38.09,41820704793,7294560136,1,2.79
130,1,2025-12-16 13:23:00,38.09,41820704793,1128400306,1,1.19
130,1,2025-12-16 13:23:00,38.09,41820704793,7003836486,1,4.59
130,1,2025-12-16 13:23:00,38.09,41820704793,7003833241,2,0.99
130,1,2025-12-16 13:23:00,38.09,41820704793,4011,1,0.79
130,1,2025-12-16 13:23:00,38.09,41820704793,72492310100,1,3.89
130,1,2025-12-16 13:23:00,38.09,41820704793,20000800000,1,7.89
130,1,2025-12-16 13:23:00,38.09,41820704793,7800008309,1,12.99
130,1,2025-12-16 13:23:00,38.09,41820704793,200,2,0.0
244,4,2025-12-16 15:47:00,43.0,41575503934,7206000111,2,2.39
244,4,2025-12-16 15:47:00,43.0,41575503934,7003859719,2,2.48
244,4,2025-12-16 15:47:00,43.0,41575503934,7003837280,2,2.39
244,4,2025-12-16 15:47:00,43.0,41575503934,7003864672,1,2.98
244,4,2025-12-16 15:47:00,43.0,41575503934,4119641942,2,2.98
244,4,2025-12-16 15:47:00,43.0,41575503934,5100000568,1,3.28
244,4,2025-12-16 15:47:00,43.0,41575503934,4119691403,1,2.98
244,4,2025-12-16 15:47:00,43.0,41575503934,7003858504,1,2.49
244,4,2025-12-16 15:47:00,43.0,41575503934,5009160018,1,2.99
244,4,2025-12-16 15:47:00,43.0,41575503934,4011,1,0.79
244,4,2025-12-16 15:47:00,43.0,41575503934,4995441420,1,3.19
244,4,2025-12-16 15:47:00,43.0,41575503934,7294560136,2,2.79
244,4,2025-12-16 15:47:00,43.0,41575503934,303,3,0.05
244,4,2025-12-16 15:47:00,43.0,41575503934,200,3,0.0
244,4,2025-12-16 15:47:00,43.0,41575503934,OPEN DEPT 135,1,0.0
87,2,2025-12-16 14:50:00,21.65,41300317110,7003862712,2,3.88
87,2,2025-12-16 14:50:00,21.65,41300317110,5100002549,2,2.0
87,2,2025-12-16 14:50:00,21.65,41300317110,7024221110,1,2.99
87,2,2025-12-16 14:50:00,21.65,41300317110,3151,1,1.99
87,2,2025-12-16 14:50:00,21.65,41300317110,7003861275,1,1.19
87,2,2025-12-16 14:50:00,21.65,41300317110,2680000125,1,2.49
87,2,2025-12-16 14:50:00,21.65,41300317110,1200000230,1,3.29
114,3,2025-12-15 11:09:00,127.58,41496975955,7343500004,1,4.48
114,3,2025-12-15 11:09:00,127.58,41496975955,2840051784,1,7.29
114,3,2025-12-15 11:09:00,127.58,41496975955,1800011925,1,3.85
114,3,2025-12-15 11:09:00,127.58,41496975955,2113100068,2,3.48
114,3,2025-12-15 11:09:00,127.58,41496975955,1111587132,1,1.88
114,3,2025-12-15 11:09:00,127.58,41496975955,2100061526,1,4.98
114,3,2025-12-15 11:09:00,127.58,41496975955,7206000117,1,4.79
114,3,2025-12-15 11:09:00,127.58,41496975955,5000042116,2,3.69
114,3,2025-12-15 11:09:00,127.58,41496975955,7294560153,1,3.29
114,3,2025-12-15 11:09:00,127.58,41496975955,2840051773,2,7.29
114,3,2025-12-15 11:09:00,127.58,41496975955,2780010003,1,8.79
114,3,2025-12-15 11:09:00,127.58,41496975955,4400003113,1,4.48
114,3,2025-12-15 11:09:00,127.58,41496975955,4400006025,1,5.48
114,3,2025-12-15 11:09:00,127.58,41496975955,7210024200,1,4.68
114,3,2025-12-15 11:09:00,127.58,41496975955,2800021020,1,5.58
114,3,2025-12-15 11:09:00,127.58,41496975955,2800098612,1,5.58
114,3,2025-12-15 11:09:00,127.58,41496975955,7003861718,1,3.18
114,3,2025-12-15 11:09:00,127.58,41496975955,5000001051,1,1.59
114,3,2025-12-15 11:09:00,127.58,41496975955,60069966144,1,1.5
114,3,2025-12-15 11:09:00,127.58,41496975955,7007010009,1,3.68
114,3,2025-12-15 11:09:00,127.58,41496975955,84037090137,1,3.78
114,3,2025-12-15 11:09:00,127.58,41496975955,4900001464,1,13.99
223,1,2025-12-15 14:07:00,73.0,41197247662,7555141102,1,5.99
223,1,2025-12-15 14:07:00,73.0,41197247662,4600081151,2,3.89
223,1,2025-12-15 14:07:00,73.0,41197247662,4062,1,0.5
223,1,2025-12-15 14:07:00,73.0,41197247662,20000500000,2,5.49
223,1,2025-12-15 14:07:00,73.0,41197247662,4072,1,0.69
223,1,2025-12-15 14:07:00,73.0,41197247662,150,1,1.99
223,1,2025-12-15 14:07:00,73.0,41197247662,4818,1,1.19
223,1,2025-12-15 14:07:00,73.0,41197247662,7003834448,1,3.98
223,1,2025-12-15 14:07:00,73.0,41197247662,OPEN DEPT 135,1,0.0
166,1,2025-12-15 14:21:00,188.0,41291539210,31254662139,1,5.88
166,1,2025-12-15 14:21:00,188.0,41291539210,7373100235,2,2.99
166,1,2025-12-15 14:21:00,188.0,41291539210,20035000000,2,3.29
166,1,2025-12-15 14:21:00,188.0,41291539210,20098900000,2,0.0
166,1,2025-12-15 14:21:00,188.0,41291539210,20031900000,1,3.29
166,1,2025-12-15 14:21:00,188.0,41291539210,20100100000,5,5.99
166,1,2025-12-15 14:21:00,188.0,41291539210,20040800000,2,4.49
166,1,2025-12-15 14:21:00,188.0,41291539210,4952111000,1,5.99
166,1,2025-12-15 14:21:00,188.0,41291539210,2430004302,1,5.49
166,1,2025-12-15 14:21:00,188.0,41291539210,3010000133,1,4.08
166,1,2025-12-15 14:21:00,188.0,41291539210,7003866822,1,3.19
166,1,2025-12-15 14:21:00,188.0,41291539210,7978310122,1,7.99
166,1,2025-12-15 14:21:00,188.0,41291539210,2430004320,1,5.49
166,1,2025-12-15 14:21:00,188.0,41291539210,7003830275,1,1.98
166,1,2025-12-15 14:21:00,188.0,41291539210,7003834440,1,3.79
166,1,2025-12-15 14:21:00,188.0,41291539210,4693,1,2.29
166,1,2025-12-15 14:21:00,188.0,41291539210,2100008184,1,7.98
166,1,2025-12-15 14:21:00,188.0,41291539210,2823900040,1,6.18
166,1,2025-12-15 14:21:00,188.0,41291539210,1600020762,1,1.5
166,1,2025-12-15 14:21:00,188.0,41291539210,OPEN DEPT TOL0036,1,3.0
166,1,2025-12-15 14:21:00,188.0,41291539210,1600020768,1,1.5
166,1,2025-12-15 14:21:00,188.0,41291539210,4156500029,2,4.85
166,1,2025-12-15 14:21:00,188.0,41291539210,3493,1,0.99
166,1,2025-12-15 14:21:00,188.0,41291539210,7003834578,1,3.58
166,1,2025-12-15 14:21:00,188.0,41291539210,4146039887,3,1.45
166,1,2025-12-15 14:21:00,188.0,41291539210,7003834648,1,1.08
166,1,2025-12-15 14:21:00,188.0,41291539210,7003859008,5,1.08
166,1,2025-12-15 14:21:00,188.0,41291539210,4430010632,2,1.98
166,1,2025-12-15 14:21:00,188.0,41291539210,7003835005,2,1.99
166,1,2025-12-15 14:21:00,188.0,41291539210,2100002688,1,4.58
166,1,2025-12-15 14:21:00,188.0,41291539210,7003866893,1,2.99
166,1,2025-12-15 14:21:00,188.0,41291539210,OPEN DEPT 135,1,0.0
99,2,2025-12-15 14:49:00,35.11,41300317110,74938499054,1,1.78
99,2,2025-12-15 14:49:00,35.11,41300317110,7003830946,1,1.28
99,2,2025-12-15 14:49:00,35.11,41300317110,7003859352,3,4.55
99,2,2025-12-15 14:49:00,35.11,41300317110,7003837286,1,4.49
99,2,2025-12-15 14:49:00,35.11,41300317110,1200000230,1,3.29
99,2,2025-12-15 14:49:00,35.11,41300317110,4693,1,1.99
99,2,2025-12-15 14:49:00,35.11,41300317110,5300005278,1,2.5
99,2,2025-12-15 14:49:00,35.11,41300317110,3710003817,1,0.99
99,2,2025-12-15 14:49:00,35.11,41300317110,7003864472,1,1.69
99,2,2025-12-15 14:49:00,35.11,41300317110,78616200151,1,2.09
128,1,2025-12-14 14:20:00,19.38,41841222839,1330020441,1,3.98
128,1,2025-12-14 14:20:00,19.38,41841222839,4693,1,1.99
128,1,2025-12-14 14:20:00,19.38,41841222839,7003864472,1,1.49
128,1,2025-12-14 14:20:00,19.38,41841222839,20404600000,2,3.49
128,1,2025-12-14 14:20:00,19.38,41841222839,20092500000,1,40.0
128,1,2025-12-14 14:20:00,19.38,41841222839,5000088600,1,5.39
180,1,2025-12-14 16:00:00,8.43,41706774086,7962100001,1,7.99
267,2,2025-12-14 15:02:00,148.82,41416221680,7763304737,1,3.99
267,2,2025-12-14 15:02:00,148.82,41416221680,2840058929,1,3.99
267,2,2025-12-14 15:02:00,148.82,41416221680,2840019914,1,4.99
267,2,2025-12-14 15:02:00,148.82,41416221680,7003859998,1,5.49
267,2,2025-12-14 15:02:00,148.82,41416221680,2550042387,1,8.58
267,2,2025-12-14 15:02:00,148.82,41416221680,7189962416,1,5.49
267,2,2025-12-14 15:02:00,148.82,41416221680,7003860927,1,2.08
267,2,2025-12-14 15:02:00,148.82,41416221680,7206000802,1,3.19
267,2,2025-12-14 15:02:00,148.82,41416221680,1200002449,1,10.99
267,2,2025-12-14 15:02:00,148.82,41416221680,7800003542,1,6.98
267,2,2025-12-14 15:02:00,148.82,41416221680,4114901100,1,1.5
267,2,2025-12-14 15:02:00,148.82,41416221680,4119210201,1,6.59
267,2,2025-12-14 15:02:00,148.82,41416221680,4470009558,2,3.59
267,2,2025-12-14 15:02:00,148.82,41416221680,7096900111,1,8.99
267,2,2025-12-14 15:02:00,148.82,41416221680,7978348801,1,3.15
267,2,2025-12-14 15:02:00,148.82,41416221680,20001100000,2,6.99
267,2,2025-12-14 15:02:00,148.82,41416221680,7206000316,1,3.0
267,2,2025-12-14 15:02:00,148.82,41416221680,2700038815,1,1.65
267,2,2025-12-14 15:02:00,148.82,41416221680,5100002421,1,1.25
267,2,2025-12-14 15:02:00,148.82,41416221680,4664,1,1.69
267,2,2025-12-14 15:02:00,148.82,41416221680,4088,1,0.99
267,2,2025-12-14 15:02:00,148.82,41416221680,7003859012,2,1.08
267,2,2025-12-14 15:02:00,148.82,41416221680,4693,1,1.99
267,2,2025-12-14 15:02:00,148.82,41416221680,7003834873,1,0.98
267,2,2025-12-14 15:02:00,148.82,41416221680,4280011200,4,2.89
267,2,2025-12-14 15:02:00,148.82,41416221680,5020000330,1,3.25
267,2,2025-12-14 15:02:00,148.82,41416221680,3800040290,1,3.99
267,2,2025-12-14 15:02:00,148.82,41416221680,7206000117,1,4.79
267,2,2025-12-14 15:02:00,148.82,41416221680,9605260002,1,3.49
267,2,2025-12-14 15:02:00,148.82,41416221680,7100706140,1,6.48
267,2,2025-12-14 15:02:00,148.82,41416221680,200,1,0.0
267,2,2025-12-14 15:02:00,148.82,41416221680,64420900114,1,3.68
267,2,2025-12-14 15:02:00,148.82,41416221680,88491200672,1,4.58
32,1,2025-12-14 09:45:00,136.95,41868321077,7800003530,1,2.49
32,1,2025-12-14 09:45:00,136.95,41868321077,20010600000,2,6.99
32,1,2025-12-14 09:45:00,136.95,41868321077,2900007325,2,4.59
